Provider State,Week Ending,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths
SD,2020-09-13,6.0,118.0,26.0,278.0,16.0,371.0,52.0,694.0,6.0,65.0,43.0,423.0,53.0,1008.0,0.0,1.0
SD,2020-09-20,7.0,125.0,53.0,331.0,14.0,385.0,34.0,728.0,6.0,71.0,75.0,498.0,60.0,1068.0,0.0,1.0
SD,2020-09-27,8.0,133.0,59.0,390.0,24.0,409.0,52.0,780.0,13.0,84.0,102.0,600.0,67.0,1135.0,0.0,1.0
SD,2020-10-04,11.0,144.0,48.0,438.0,20.0,429.0,52.0,832.0,17.0,101.0,82.0,682.0,62.0,1197.0,2.0,3.0
SD,2020-10-11,21.0,165.0,68.0,506.0,15.0,444.0,52.0,884.0,8.0,109.0,84.0,766.0,59.0,1256.0,0.0,3.0
SD,2020-10-18,12.0,177.0,115.0,621.0,32.0,476.0,61.0,945.0,23.0,132.0,126.0,892.0,77.0,1333.0,1.0,4.0
SD,2020-10-25,12.0,189.0,128.0,749.0,62.0,538.0,97.0,1042.0,55.0,187.0,129.0,1021.0,54.0,1387.0,0.0,4.0
SD,2020-11-01,7.0,196.0,227.0,976.0,42.0,580.0,62.0,1104.0,25.0,212.0,184.0,1205.0,66.0,1453.0,0.0,4.0
TN,2020-05-24,170.0,170.0,374.0,374.0,559.0,559.0,1667.0,1667.0,87.0,87.0,283.0,283.0,570.0,570.0,0.0,0.0
TN,2020-05-31,39.0,209.0,80.0,454.0,43.0,602.0,184.0,1851.0,11.0,98.0,55.0,338.0,69.0,639.0,0.0,0.0
TN,2020-06-07,30.0,239.0,50.0,504.0,38.0,640.0,137.0,1988.0,7.0,105.0,28.0,366.0,31.0,670.0,0.0,0.0
TN,2020-06-14,36.0,275.0,64.0,568.0,46.0,686.0,139.0,2127.0,8.0,113.0,29.0,395.0,38.0,708.0,0.0,0.0
TN,2020-06-21,28.0,303.0,99.0,667.0,32.0,718.0,155.0,2282.0,14.0,127.0,71.0,466.0,52.0,760.0,0.0,0.0
TN,2020-06-28,45.0,348.0,78.0,745.0,34.0,752.0,163.0,2445.0,12.0,139.0,75.0,541.0,71.0,831.0,0.0,0.0
TN,2020-07-05,45.0,393.0,62.0,807.0,60.0,812.0,180.0,2625.0,23.0,162.0,150.0,691.0,79.0,910.0,0.0,0.0
TN,2020-07-12,45.0,438.0,96.0,903.0,73.0,885.0,165.0,2790.0,16.0,178.0,282.0,973.0,95.0,1005.0,0.0,0.0
TN,2020-07-19,69.0,507.0,175.0,1078.0,87.0,972.0,162.0,2952.0,22.0,200.0,355.0,1328.0,114.0,1119.0,1.0,1.0
TN,2020-07-26,91.0,598.0,237.0,1315.0,109.0,1081.0,171.0,3123.0,17.0,217.0,386.0,1714.0,93.0,1212.0,0.0,1.0
TN,2020-08-02,94.0,692.0,261.0,1576.0,91.0,1172.0,176.0,3299.0,33.0,250.0,445.0,2159.0,103.0,1315.0,0.0,1.0
TN,2020-08-09,69.0,761.0,259.0,1835.0,105.0,1277.0,194.0,3493.0,34.0,284.0,347.0,2506.0,115.0,1430.0,0.0,1.0
TN,2020-08-16,86.0,847.0,221.0,2056.0,94.0,1371.0,182.0,3675.0,35.0,319.0,344.0,2850.0,89.0,1519.0,2.0,3.0
TN,2020-08-23,93.0,940.0,264.0,2320.0,100.0,1471.0,205.0,3880.0,37.0,356.0,303.0,3153.0,88.0,1607.0,0.0,3.0
TN,2020-08-30,98.0,1038.0,418.0,2738.0,110.0,1581.0,204.0,4084.0,40.0,396.0,345.0,3498.0,84.0,1691.0,0.0,3.0
TN,2020-09-06,81.0,1119.0,295.0,3033.0,87.0,1668.0,227.0,4311.0,55.0,451.0,277.0,3775.0,72.0,1763.0,1.0,4.0
TN,2020-09-13,78.0,1197.0,340.0,3373.0,72.0,1740.0,211.0,4522.0,60.0,511.0,274.0,4049.0,66.0,1829.0,1.0,5.0
TN,2020-09-20,110.0,1307.0,341.0,3714.0,80.0,1820.0,204.0,4726.0,50.0,561.0,274.0,4323.0,65.0,1894.0,1.0,6.0
TN,2020-09-27,72.0,1379.0,317.0,4031.0,61.0,1881.0,200.0,4926.0,37.0,598.0,286.0,4609.0,65.0,1959.0,0.0,6.0
TN,2020-10-04,71.0,1450.0,343.0,4374.0,89.0,1970.0,210.0,5136.0,50.0,648.0,321.0,4930.0,56.0,2015.0,1.0,7.0
TN,2020-10-11,95.0,1545.0,337.0,4711.0,67.0,2037.0,215.0,5351.0,57.0,705.0,349.0,5279.0,84.0,2099.0,0.0,7.0
TN,2020-10-18,95.0,1640.0,382.0,5093.0,85.0,2122.0,236.0,5587.0,68.0,773.0,291.0,5570.0,66.0,2165.0,1.0,8.0
TN,2020-10-25,115.0,1755.0,451.0,5544.0,70.0,2192.0,226.0,5813.0,54.0,827.0,349.0,5919.0,76.0,2241.0,3.0,11.0
TN,2020-11-01,104.0,1859.0,404.0,5948.0,64.0,2256.0,213.0,6026.0,70.0,897.0,396.0,6315.0,74.0,2315.0,0.0,11.0
TX,2020-05-24,346.0,346.0,1950.0,1950.0,1170.0,1170.0,2422.0,2422.0,315.0,315.0,1133.0,1133.0,972.0,972.0,2.0,2.0
TX,2020-05-31,97.0,443.0,315.0,2265.0,146.0,1316.0,361.0,2783.0,66.0,381.0,209.0,1342.0,142.0,1114.0,1.0,3.0
TX,2020-06-07,135.0,578.0,484.0,2749.0,167.0,1483.0,333.0,3116.0,82.0,463.0,465.0,1807.0,131.0,1245.0,2.0,5.0
TX,2020-06-14,144.0,722.0,315.0,3064.0,90.0,1573.0,382.0,3498.0,50.0,513.0,358.0,2165.0,142.0,1387.0,0.0,5.0
TX,2020-06-21,151.0,873.0,572.0,3636.0,157.0,1730.0,435.0,3933.0,90.0,603.0,552.0,2717.0,253.0,1640.0,3.0,8.0
TX,2020-06-28,133.0,1006.0,467.0,4103.0,243.0,1973.0,431.0,4364.0,71.0,674.0,650.0,3367.0,496.0,2136.0,1.0,9.0
TX,2020-07-05,227.0,1233.0,1075.0,5178.0,489.0,2462.0,426.0,4788.0,99.0,773.0,1101.0,4468.0,594.0,2730.0,1.0,10.0
TX,2020-07-12,308.0,1541.0,1869.0,7047.0,813.0,3275.0,551.0,5339.0,179.0,952.0,1570.0,6038.0,687.0,3417.0,2.0,12.0
TX,2020-07-19,475.0,2016.0,2042.0,9086.0,872.0,4147.0,706.0,6044.0,321.0,1273.0,1837.0,7857.0,604.0,4020.0,3.0,15.0
TX,2020-07-26,549.0,2565.0,2230.0,11316.0,657.0,4804.0,849.0,6893.0,422.0,1695.0,1745.0,9602.0,455.0,4475.0,6.0,21.0
TX,2020-08-02,616.0,3181.0,2046.0,13362.0,350.0,5154.0,759.0,7652.0,413.0,2108.0,1296.0,10898.0,343.0,4818.0,9.0,30.0
TX,2020-08-09,534.0,3714.0,1848.0,15210.0,301.0,5452.0,738.0,8385.0,398.0,2506.0,1002.0,11900.0,314.0,5131.0,5.0,35.0
TX,2020-08-16,536.0,4250.0,1269.0,16479.0,349.0,5801.0,690.0,9075.0,333.0,2839.0,749.0,12649.0,223.0,5354.0,7.0,42.0
TX,2020-08-23,409.0,4659.0,1009.0,17488.0,242.0,6043.0,598.0,9673.0,239.0,3078.0,676.0,13325.0,177.0,5531.0,6.0,48.0
TX,2020-08-30,430.0,5089.0,878.0,18366.0,227.0,6270.0,549.0,10222.0,214.0,3292.0,547.0,13872.0,136.0,5667.0,11.0,59.0
TX,2020-09-06,310.0,5399.0,709.0,19075.0,150.0,6420.0,452.0,10674.0,145.0,3437.0,514.0,14386.0,122.0,5789.0,6.0,65.0
TX,2020-09-13,367.0,5766.0,622.0,19697.0,160.0,6580.0,443.0,11117.0,116.0,3553.0,610.0,14996.0,124.0,5913.0,2.0,67.0
TX,2020-09-20,277.0,6043.0,632.0,20329.0,168.0,6748.0,434.0,11551.0,123.0,3676.0,669.0,15665.0,160.0,6073.0,0.0,67.0
TX,2020-09-27,266.0,6309.0,685.0,21014.0,83.0,6831.0,391.0,11942.0,111.0,3787.0,563.0,16228.0,132.0,6205.0,3.0,70.0
TX,2020-10-04,185.0,6494.0,591.0,21601.0,64.0,6895.0,352.0,12292.0,71.0,3857.0,420.0,16634.0,106.0,6310.0,4.0,74.0
TX,2020-10-11,233.0,6727.0,590.0,22191.0,118.0,7013.0,397.0,12689.0,102.0,3959.0,510.0,17144.0,111.0,6421.0,1.0,75.0
TX,2020-10-18,194.0,6921.0,594.0,22785.0,130.0,7143.0,389.0,13078.0,107.0,4066.0,591.0,17735.0,124.0,6545.0,1.0,76.0
TX,2020-10-25,243.0,7164.0,844.0,23629.0,86.0,7229.0,384.0,13462.0,92.0,4158.0,700.0,18435.0,121.0,6666.0,1.0,77.0
TX,2020-11-01,335.0,7499.0,1027.0,24656.0,72.0,7301.0,401.0,13863.0,138.0,4296.0,759.0,19194.0,129.0,6795.0,1.0,78.0
UT,2020-05-24,63.0,63.0,40.0,40.0,76.0,76.0,63.0,63.0,11.0,11.0,73.0,73.0,146.0,146.0,0.0,0.0
UT,2020-05-31,16.0,79.0,49.0,89.0,10.0,86.0,20.0,83.0,3.0,14.0,29.0,102.0,33.0,179.0,0.0,0.0
UT,2020-06-07,9.0,88.0,16.0,105.0,37.0,123.0,26.0,109.0,3.0,17.0,20.0,122.0,39.0,218.0,0.0,0.0
UT,2020-06-14,11.0,99.0,8.0,113.0,12.0,135.0,28.0,137.0,6.0,23.0,15.0,137.0,38.0,256.0,0.0,0.0
UT,2020-06-21,21.0,120.0,34.0,147.0,50.0,185.0,21.0,158.0,6.0,29.0,73.0,210.0,66.0,322.0,0.0,0.0
UT,2020-06-28,33.0,153.0,49.0,196.0,36.0,221.0,21.0,179.0,3.0,32.0,48.0,258.0,28.0,350.0,0.0,0.0
UT,2020-07-05,31.0,184.0,35.0,231.0,23.0,244.0,34.0,213.0,9.0,41.0,52.0,310.0,32.0,382.0,1.0,1.0
UT,2020-07-12,39.0,223.0,67.0,298.0,19.0,263.0,25.0,238.0,15.0,56.0,48.0,358.0,42.0,424.0,0.0,1.0
UT,2020-07-19,46.0,269.0,70.0,368.0,116.0,379.0,35.0,273.0,18.0,74.0,66.0,424.0,42.0,466.0,0.0,1.0
UT,2020-07-26,47.0,316.0,62.0,430.0,51.0,430.0,46.0,319.0,23.0,97.0,65.0,489.0,25.0,491.0,0.0,1.0
UT,2020-08-02,60.0,376.0,43.0,473.0,11.0,441.0,33.0,352.0,11.0,108.0,46.0,535.0,32.0,523.0,0.0,1.0
UT,2020-08-09,67.0,443.0,41.0,514.0,17.0,458.0,24.0,376.0,8.0,116.0,42.0,577.0,20.0,543.0,0.0,1.0
UT,2020-08-16,45.0,488.0,31.0,545.0,14.0,472.0,35.0,411.0,13.0,129.0,40.0,617.0,20.0,563.0,0.0,1.0
UT,2020-08-23,28.0,516.0,18.0,563.0,16.0,488.0,30.0,441.0,7.0,136.0,24.0,641.0,19.0,582.0,0.0,1.0
UT,2020-08-30,47.0,563.0,2.0,565.0,4.0,492.0,18.0,459.0,2.0,138.0,11.0,652.0,30.0,612.0,0.0,1.0
UT,2020-09-06,11.0,574.0,8.0,573.0,4.0,496.0,17.0,476.0,2.0,140.0,21.0,673.0,15.0,627.0,0.0,1.0
UT,2020-09-13,28.0,602.0,2.0,575.0,10.0,506.0,18.0,494.0,1.0,141.0,29.0,702.0,27.0,654.0,0.0,1.0
UT,2020-09-20,12.0,614.0,41.0,616.0,7.0,513.0,19.0,513.0,2.0,143.0,56.0,758.0,29.0,683.0,0.0,1.0
UT,2020-09-27,28.0,642.0,57.0,673.0,14.0,527.0,20.0,533.0,2.0,145.0,74.0,832.0,22.0,705.0,0.0,1.0
UT,2020-10-04,20.0,662.0,48.0,721.0,42.0,569.0,24.0,557.0,4.0,149.0,95.0,927.0,25.0,730.0,0.0,1.0
UT,2020-10-11,35.0,697.0,48.0,769.0,9.0,578.0,28.0,585.0,10.0,159.0,77.0,1004.0,40.0,770.0,1.0,2.0
UT,2020-10-18,53.0,750.0,17.0,786.0,15.0,593.0,15.0,600.0,5.0,164.0,56.0,1060.0,29.0,799.0,0.0,2.0
UT,2020-10-25,45.0,795.0,84.0,870.0,6.0,599.0,30.0,630.0,7.0,171.0,133.0,1193.0,19.0,818.0,1.0,3.0
UT,2020-11-01,70.0,865.0,86.0,956.0,6.0,605.0,22.0,652.0,6.0,177.0,101.0,1294.0,16.0,834.0,1.0,4.0
VA,2020-05-24,384.0,384.0,1211.0,1211.0,1129.0,1129.0,1041.0,1041.0,290.0,290.0,690.0,690.0,1027.0,1027.0,2.0,2.0
VA,2020-05-31,69.0,453.0,209.0,1420.0,131.0,1260.0,193.0,1234.0,77.0,367.0,169.0,859.0,141.0,1168.0,1.0,3.0
VA,2020-06-07,82.0,535.0,248.0,1668.0,140.0,1400.0,172.0,1406.0,63.0,430.0,196.0,1055.0,157.0,1325.0,1.0,4.0
VA,2020-06-14,81.0,616.0,111.0,1779.0,161.0,1561.0,145.0,1551.0,40.0,470.0,126.0,1181.0,89.0,1414.0,2.0,6.0
VA,2020-06-21,62.0,678.0,142.0,1921.0,139.0,1700.0,139.0,1690.0,47.0,517.0,77.0,1258.0,94.0,1508.0,3.0,9.0
VA,2020-06-28,70.0,748.0,103.0,2024.0,92.0,1792.0,194.0,1884.0,72.0,589.0,78.0,1336.0,77.0,1585.0,0.0,9.0
VA,2020-07-05,61.0,809.0,83.0,2107.0,68.0,1860.0,134.0,2018.0,32.0,621.0,111.0,1447.0,92.0,1677.0,2.0,11.0
VA,2020-07-12,54.0,863.0,177.0,2284.0,96.0,1956.0,121.0,2139.0,18.0,639.0,204.0,1651.0,129.0,1806.0,2.0,13.0
VA,2020-07-19,53.0,916.0,135.0,2419.0,115.0,2071.0,154.0,2293.0,42.0,681.0,118.0,1769.0,176.0,1982.0,0.0,13.0
VA,2020-07-26,40.0,956.0,136.0,2555.0,121.0,2192.0,159.0,2452.0,54.0,735.0,154.0,1923.0,165.0,2147.0,1.0,14.0
VA,2020-08-02,44.0,1000.0,179.0,2734.0,85.0,2277.0,107.0,2559.0,19.0,754.0,134.0,2057.0,107.0,2254.0,0.0,14.0
VA,2020-08-09,42.0,1042.0,145.0,2879.0,85.0,2362.0,104.0,2663.0,25.0,779.0,133.0,2190.0,133.0,2387.0,0.0,14.0
VA,2020-08-16,62.0,1104.0,174.0,3053.0,98.0,2460.0,114.0,2777.0,18.0,797.0,132.0,2322.0,125.0,2512.0,0.0,14.0
VA,2020-08-23,76.0,1180.0,155.0,3208.0,113.0,2573.0,112.0,2889.0,23.0,820.0,124.0,2446.0,124.0,2636.0,0.0,14.0
VA,2020-08-30,61.0,1241.0,214.0,3422.0,81.0,2654.0,131.0,3020.0,30.0,850.0,123.0,2569.0,98.0,2734.0,0.0,14.0
VA,2020-09-06,64.0,1305.0,347.0,3769.0,82.0,2736.0,167.0,3187.0,53.0,903.0,193.0,2762.0,66.0,2800.0,1.0,15.0
VA,2020-09-13,64.0,1369.0,233.0,4002.0,83.0,2819.0,141.0,3328.0,42.0,945.0,173.0,2935.0,56.0,2856.0,1.0,16.0
VA,2020-09-20,58.0,1427.0,275.0,4277.0,46.0,2865.0,162.0,3490.0,49.0,994.0,150.0,3085.0,49.0,2905.0,0.0,16.0
VA,2020-09-27,45.0,1472.0,143.0,4420.0,42.0,2907.0,150.0,3640.0,34.0,1028.0,140.0,3225.0,78.0,2983.0,1.0,17.0
VA,2020-10-04,34.0,1506.0,201.0,4621.0,64.0,2971.0,126.0,3766.0,19.0,1047.0,129.0,3354.0,73.0,3056.0,1.0,18.0
VA,2020-10-11,51.0,1557.0,192.0,4813.0,65.0,3036.0,126.0,3892.0,16.0,1063.0,177.0,3531.0,94.0,3150.0,1.0,19.0
VA,2020-10-18,36.0,1593.0,337.0,5150.0,75.0,3111.0,159.0,4051.0,44.0,1107.0,213.0,3744.0,112.0,3262.0,0.0,19.0
VA,2020-10-25,38.0,1631.0,265.0,5415.0,67.0,3178.0,129.0,4180.0,41.0,1148.0,174.0,3918.0,94.0,3356.0,0.0,19.0
VA,2020-11-01,66.0,1697.0,249.0,5664.0,107.0,3285.0,154.0,4334.0,45.0,1193.0,229.0,4147.0,98.0,3454.0,0.0,19.0
VT,2020-05-24,8.0,8.0,96.0,96.0,141.0,141.0,206.0,206.0,31.0,31.0,62.0,62.0,162.0,162.0,0.0,0.0
VT,2020-05-31,0.0,8.0,0.0,96.0,31.0,172.0,15.0,221.0,0.0,31.0,0.0,62.0,14.0,176.0,0.0,0.0
VT,2020-06-07,1.0,9.0,0.0,96.0,22.0,194.0,18.0,239.0,1.0,32.0,0.0,62.0,22.0,198.0,0.0,0.0
VT,2020-06-14,0.0,9.0,0.0,96.0,20.0,214.0,7.0,246.0,0.0,32.0,0.0,62.0,12.0,210.0,0.0,0.0
VT,2020-06-21,3.0,12.0,0.0,96.0,20.0,234.0,13.0,259.0,1.0,33.0,0.0,62.0,18.0,228.0,0.0,0.0
VT,2020-06-28,0.0,12.0,1.0,97.0,3.0,237.0,15.0,274.0,0.0,33.0,0.0,62.0,30.0,258.0,0.0,0.0
VT,2020-07-05,1.0,13.0,0.0,97.0,12.0,249.0,14.0,288.0,0.0,33.0,0.0,62.0,15.0,273.0,0.0,0.0
VT,2020-07-12,0.0,13.0,1.0,98.0,5.0,254.0,14.0,302.0,0.0,33.0,0.0,62.0,17.0,290.0,0.0,0.0
VT,2020-07-19,3.0,16.0,0.0,98.0,5.0,259.0,13.0,315.0,0.0,33.0,0.0,62.0,15.0,305.0,0.0,0.0
VT,2020-07-26,0.0,16.0,0.0,98.0,1.0,260.0,9.0,324.0,0.0,33.0,0.0,62.0,17.0,322.0,0.0,0.0
VT,2020-08-02,0.0,16.0,0.0,98.0,7.0,267.0,10.0,334.0,0.0,33.0,0.0,62.0,12.0,334.0,0.0,0.0
VT,2020-08-09,0.0,16.0,0.0,98.0,6.0,273.0,6.0,340.0,0.0,33.0,0.0,62.0,8.0,342.0,0.0,0.0
VT,2020-08-16,0.0,16.0,0.0,98.0,3.0,276.0,12.0,352.0,0.0,33.0,0.0,62.0,11.0,353.0,0.0,0.0
VT,2020-08-23,2.0,18.0,0.0,98.0,4.0,280.0,21.0,373.0,0.0,33.0,0.0,62.0,10.0,363.0,0.0,0.0
VT,2020-08-30,1.0,19.0,1.0,99.0,7.0,287.0,11.0,384.0,0.0,33.0,1.0,63.0,18.0,381.0,0.0,0.0
VT,2020-09-06,0.0,19.0,0.0,99.0,12.0,299.0,16.0,400.0,0.0,33.0,0.0,63.0,15.0,396.0,0.0,0.0
VT,2020-09-13,3.0,22.0,0.0,99.0,5.0,304.0,11.0,411.0,0.0,33.0,1.0,64.0,17.0,413.0,0.0,0.0
VT,2020-09-20,0.0,22.0,0.0,99.0,2.0,306.0,9.0,420.0,0.0,33.0,0.0,64.0,18.0,431.0,0.0,0.0
VT,2020-09-27,1.0,23.0,0.0,99.0,6.0,312.0,20.0,440.0,0.0,33.0,0.0,64.0,15.0,446.0,0.0,0.0
VT,2020-10-04,1.0,24.0,1.0,100.0,5.0,317.0,10.0,450.0,0.0,33.0,2.0,66.0,16.0,462.0,0.0,0.0
VT,2020-10-11,0.0,24.0,0.0,100.0,3.0,320.0,8.0,458.0,0.0,33.0,0.0,66.0,27.0,489.0,0.0,0.0
VT,2020-10-18,0.0,24.0,0.0,100.0,6.0,326.0,11.0,469.0,0.0,33.0,4.0,70.0,26.0,515.0,0.0,0.0
VT,2020-10-25,0.0,24.0,1.0,101.0,4.0,330.0,17.0,486.0,0.0,33.0,2.0,72.0,22.0,537.0,0.0,0.0
VT,2020-11-01,1.0,25.0,0.0,101.0,7.0,337.0,15.0,501.0,0.0,33.0,1.0,73.0,14.0,551.0,0.0,0.0
WA,2020-05-24,238.0,238.0,726.0,726.0,522.0,522.0,602.0,602.0,210.0,210.0,420.0,420.0,544.0,544.0,0.0,0.0
WA,2020-05-31,53.0,291.0,68.0,794.0,63.0,585.0,69.0,671.0,25.0,235.0,68.0,488.0,43.0,587.0,0.0,0.0
WA,2020-06-07,48.0,339.0,37.0,831.0,53.0,638.0,69.0,740.0,4.0,239.0,42.0,530.0,52.0,639.0,0.0,0.0
WA,2020-06-14,36.0,375.0,60.0,891.0,53.0,691.0,76.0,816.0,12.0,251.0,55.0,585.0,54.0,693.0,0.0,0.0
WA,2020-06-21,27.0,402.0,44.0,935.0,84.0,775.0,61.0,877.0,5.0,256.0,48.0,633.0,48.0,741.0,2.0,2.0
WA,2020-06-28,24.0,426.0,48.0,983.0,43.0,814.0,71.0,947.0,10.0,266.0,43.0,672.0,69.0,809.0,0.0,2.0
WA,2020-07-05,44.0,470.0,68.0,1051.0,89.0,903.0,106.0,1053.0,10.0,276.0,40.0,712.0,48.0,857.0,0.0,2.0
WA,2020-07-12,31.0,501.0,72.0,1123.0,73.0,976.0,78.0,1131.0,13.0,289.0,56.0,768.0,129.0,986.0,0.0,2.0
WA,2020-07-19,41.0,542.0,98.0,1221.0,91.0,1067.0,85.0,1216.0,5.0,294.0,103.0,871.0,139.0,1125.0,1.0,3.0
WA,2020-07-26,42.0,584.0,133.0,1354.0,95.0,1162.0,97.0,1313.0,12.0,306.0,112.0,983.0,144.0,1269.0,0.0,3.0
WA,2020-08-02,48.0,632.0,116.0,1470.0,69.0,1231.0,91.0,1404.0,27.0,333.0,123.0,1106.0,123.0,1392.0,1.0,4.0
WA,2020-08-09,39.0,671.0,117.0,1587.0,54.0,1285.0,101.0,1505.0,49.0,382.0,91.0,1197.0,108.0,1500.0,0.0,4.0
WA,2020-08-16,29.0,700.0,48.0,1635.0,44.0,1328.0,78.0,1579.0,20.0,398.0,60.0,1257.0,85.0,1585.0,1.0,5.0
WA,2020-08-23,47.0,747.0,65.0,1700.0,47.0,1375.0,78.0,1657.0,15.0,413.0,54.0,1311.0,76.0,1661.0,0.0,5.0
WA,2020-08-30,35.0,782.0,24.0,1724.0,61.0,1436.0,95.0,1752.0,7.0,420.0,22.0,1333.0,82.0,1743.0,2.0,7.0
WA,2020-09-06,44.0,826.0,33.0,1757.0,45.0,1481.0,92.0,1844.0,14.0,434.0,42.0,1375.0,74.0,1817.0,0.0,7.0
WA,2020-09-13,40.0,866.0,25.0,1782.0,42.0,1523.0,85.0,1929.0,11.0,445.0,35.0,1410.0,47.0,1864.0,0.0,7.0
WA,2020-09-20,37.0,903.0,77.0,1859.0,79.0,1602.0,108.0,2037.0,14.0,459.0,55.0,1465.0,77.0,1941.0,0.0,7.0
WA,2020-09-27,43.0,946.0,109.0,1968.0,95.0,1697.0,98.0,2135.0,16.0,475.0,85.0,1550.0,94.0,2035.0,0.0,7.0
WA,2020-10-04,34.0,980.0,96.0,2064.0,54.0,1751.0,109.0,2244.0,23.0,498.0,62.0,1612.0,87.0,2122.0,1.0,8.0
WA,2020-10-11,41.0,1021.0,42.0,2106.0,54.0,1805.0,86.0,2330.0,10.0,508.0,55.0,1667.0,98.0,2220.0,0.0,8.0
WA,2020-10-18,38.0,1059.0,114.0,2220.0,47.0,1852.0,74.0,2404.0,12.0,520.0,78.0,1745.0,75.0,2295.0,0.0,8.0
WA,2020-10-25,31.0,1090.0,55.0,2275.0,56.0,1908.0,109.0,2513.0,8.0,528.0,77.0,1822.0,60.0,2355.0,0.0,8.0
WA,2020-11-01,25.0,1115.0,60.0,2335.0,36.0,1944.0,153.0,2666.0,10.0,538.0,60.0,1882.0,87.0,2442.0,0.0,8.0
WI,2020-05-24,181.0,181.0,539.0,539.0,630.0,630.0,1156.0,1156.0,82.0,82.0,327.0,327.0,1152.0,1152.0,0.0,0.0
WI,2020-05-31,45.0,226.0,115.0,654.0,75.0,705.0,190.0,1346.0,29.0,111.0,104.0,431.0,155.0,1307.0,0.0,0.0
WI,2020-06-07,62.0,288.0,79.0,733.0,45.0,750.0,223.0,1569.0,22.0,133.0,63.0,494.0,125.0,1432.0,1.0,1.0
WI,2020-06-14,64.0,352.0,26.0,759.0,56.0,806.0,274.0,1843.0,19.0,152.0,53.0,547.0,134.0,1566.0,0.0,1.0
WI,2020-06-21,55.0,407.0,27.0,786.0,57.0,863.0,235.0,2078.0,18.0,170.0,49.0,596.0,143.0,1709.0,0.0,1.0
WI,2020-06-28,49.0,456.0,18.0,804.0,51.0,914.0,147.0,2225.0,8.0,178.0,44.0,640.0,138.0,1847.0,0.0,1.0
WI,2020-07-05,52.0,508.0,24.0,828.0,65.0,979.0,161.0,2386.0,7.0,185.0,36.0,676.0,126.0,1973.0,0.0,1.0
WI,2020-07-12,36.0,544.0,14.0,842.0,56.0,1035.0,184.0,2570.0,10.0,195.0,55.0,731.0,200.0,2173.0,0.0,1.0
WI,2020-07-19,46.0,590.0,30.0,872.0,69.0,1104.0,178.0,2748.0,9.0,204.0,59.0,790.0,226.0,2399.0,0.0,1.0
WI,2020-07-26,38.0,628.0,39.0,911.0,73.0,1177.0,181.0,2929.0,9.0,213.0,90.0,880.0,229.0,2628.0,2.0,3.0
WI,2020-08-02,16.0,644.0,45.0,956.0,70.0,1247.0,168.0,3097.0,10.0,223.0,93.0,973.0,184.0,2812.0,0.0,3.0
WI,2020-08-09,33.0,677.0,47.0,1003.0,64.0,1311.0,183.0,3280.0,10.0,233.0,81.0,1054.0,176.0,2988.0,0.0,3.0
WI,2020-08-16,25.0,702.0,37.0,1040.0,72.0,1383.0,189.0,3469.0,10.0,243.0,74.0,1128.0,164.0,3152.0,0.0,3.0
WI,2020-08-23,14.0,716.0,37.0,1077.0,72.0,1455.0,180.0,3649.0,6.0,249.0,51.0,1179.0,164.0,3316.0,0.0,3.0
WI,2020-08-30,33.0,749.0,35.0,1112.0,87.0,1542.0,193.0,3842.0,8.0,257.0,84.0,1263.0,178.0,3494.0,0.0,3.0
WI,2020-09-06,26.0,775.0,29.0,1141.0,63.0,1605.0,176.0,4018.0,10.0,267.0,75.0,1338.0,134.0,3628.0,0.0,3.0
WI,2020-09-13,25.0,800.0,39.0,1180.0,72.0,1677.0,149.0,4167.0,3.0,270.0,102.0,1440.0,164.0,3792.0,0.0,3.0
WI,2020-09-20,17.0,817.0,34.0,1214.0,69.0,1746.0,133.0,4300.0,1.0,271.0,153.0,1593.0,234.0,4026.0,0.0,3.0
WI,2020-09-27,29.0,846.0,51.0,1265.0,69.0,1815.0,126.0,4426.0,2.0,273.0,179.0,1772.0,236.0,4262.0,0.0,3.0
WI,2020-10-04,30.0,876.0,101.0,1366.0,70.0,1885.0,128.0,4554.0,9.0,282.0,288.0,2060.0,291.0,4553.0,3.0,6.0
WI,2020-10-11,62.0,938.0,201.0,1567.0,79.0,1964.0,137.0,4691.0,13.0,295.0,332.0,2392.0,308.0,4861.0,1.0,7.0
WI,2020-10-18,70.0,1008.0,392.0,1959.0,121.0,2085.0,130.0,4821.0,27.0,322.0,455.0,2847.0,271.0,5132.0,0.0,7.0
WI,2020-10-25,67.0,1075.0,493.0,2452.0,102.0,2187.0,188.0,5009.0,65.0,387.0,523.0,3370.0,335.0,5467.0,1.0,8.0
WI,2020-11-01,109.0,1184.0,592.0,3044.0,105.0,2292.0,219.0,5228.0,100.0,487.0,631.0,4001.0,293.0,5760.0,1.0,9.0
WV,2020-05-24,25.0,25.0,222.0,222.0,136.0,136.0,642.0,642.0,39.0,39.0,160.0,160.0,113.0,113.0,0.0,0.0
